[0.014124294, 0.01977401, 0.033898305, 0.18079096, 0.35028249, 0.20338982, 0.050847456, 0.076271184, 0.070621468, 0.0086455336, 0.031700287, 0.0518732, 0.14121038, 0.31123918, 0.17867436, 0.057636887, 0.097982712, 0.12103746, 0.0027855153, 0.022284122, 0.052924789, 0.19220056, 0.35376045, 0.17548746, 0.055710308, 0.06406685, 0.080779947, 0, 0.022222223, 0.050000001, 0.16111112, 0.36944443, 0.175, 0.06666667, 0.086111113, 0.069444448]
[0.0054945056, 0.0082417587, 0.03846154, 0.18956044, 0.34065935, 0.21978022, 0.04945055, 0.090659343, 0.057692308, 0.0055248621, 0.0082872929, 0.044198897, 0.1961326, 0.26243094, 0.25138122, 0.044198897, 0.11325967, 0.074585639, 0.005509642, 0.011019284, 0.052341599, 0.19834711, 0.30027547, 0.19008264, 0.052341599, 0.1184573, 0.071625344, 0, 0.0080645159, 0.045698926, 0.18817204, 0.37365592, 0.21505377, 0.048387095, 0.059139784, 0.061827958]
[0.014880952, 0.074404761, 0.020833334, 0.10119048, 0.30654761, 0.15773809, 0.050595239, 0.092261903, 0.18154761, 0.011363637, 0.03125, 0.03125, 0.15056819, 0.40909091, 0.12784091, 0.056818184, 0.09943182, 0.082386367, 0.0056980057, 0.045584045, 0.025641026, 0.10826211, 0.3105413, 0.21652421, 0.065527067, 0.11396012, 0.10826211, 0.017595308, 0.04105572, 0.049853373, 0.12609971, 0.35777125, 0.14369501, 0.067448683, 0.11730205, 0.079178885]
[0.013774104, 0.03305785, 0.0082644625, 0.082644626, 0.27272728, 0.2369146, 0.093663909, 0.11019284, 0.14876033, 0.01396648, 0.027932961, 0.022346368, 0.061452515, 0.19832402, 0.26815644, 0.11452514, 0.12011173, 0.17318435, 0.0055248621, 0.013812155, 0.016574586, 0.085635357, 0.25138122, 0.27900553, 0.1160221, 0.099447511, 0.13259669, 0, 0.019943019, 0.025641026, 0.05982906, 0.26495728, 0.22792023, 0.10541311, 0.12535612, 0.17094018]
[0.034482758, 0.053291537, 0.025078369, 0.097178683, 0.32288402, 0.18181819, 0.062695928, 0.10344828, 0.11912226, 0.025078369, 0.053291537, 0.015673982, 0.097178683, 0.30094042, 0.20689656, 0.050156739, 0.14733543, 0.10344828, 0.029315962, 0.06188925, 0.019543974, 0.1009772, 0.25407165, 0.16286644, 0.068403907, 0.17263843, 0.13029316, 0.031847134, 0.025477707, 0.031847134, 0.10191083, 0.32802549, 0.1687898, 0.063694268, 0.11464968, 0.13375796]
[0.020771513, 0.059347183, 0.047477745, 0.056379821, 0.32047477, 0.18991098, 0.086053416, 0.097922847, 0.12166172, 0.014367816, 0.066091955, 0.040229887, 0.068965517, 0.25, 0.18390805, 0.097701147, 0.14655173, 0.13218391, 0.03560831, 0.053412464, 0.023738872, 0.091988131, 0.22551928, 0.17804155, 0.080118693, 0.15133531, 0.16023739, 0.023880597, 0.05074627, 0.029850746, 0.068656713, 0.25373134, 0.19402985, 0.10447761, 0.11044776, 0.1641791]
[0.03021148, 0.039274924, 0.039274924, 0.12386707, 0.33534744, 0.16616315, 0.054380666, 0.12990937, 0.081570998, 0.022151899, 0.034810126, 0.034810126, 0.11392405, 0.23734178, 0.21518987, 0.069620252, 0.11392405, 0.15822785, 0.024390243, 0.021341464, 0.021341464, 0.13414635, 0.33841464, 0.15243903, 0.073170729, 0.14939025, 0.085365854, 0.00867052, 0.037572253, 0.028901733, 0.13583815, 0.35549134, 0.19364162, 0.063583814, 0.11271676, 0.063583814]
[0.0084745763, 0.014124294, 0.028248588, 0.19209039, 0.40112993, 0.19209039, 0.050847456, 0.056497175, 0.056497175, 0.002688172, 0.029569892, 0.029569892, 0.14784946, 0.44623655, 0.20430107, 0.032258064, 0.096774191, 0.010752688, 0.0027173914, 0.032608695, 0.038043477, 0.14402173, 0.44293478, 0.20380434, 0.019021738, 0.092391305, 0.024456521, 0.0085227275, 0.019886363, 0.036931816, 0.17897727, 0.44318181, 0.13920455, 0.05965909, 0.065340906, 0.048295453]
[0.011627907, 0.061046511, 0.017441861, 0.037790697, 0.31104651, 0.15406977, 0.093023255, 0.11337209, 0.2005814, 0.011627907, 0.02616279, 0.040697675, 0.061046511, 0.24418604, 0.2005814, 0.093023255, 0.10755814, 0.21511628, 0.014245015, 0.051282052, 0.031339031, 0.065527067, 0.17378917, 0.20512821, 0.091168091, 0.13105413, 0.23646724, 0.015243903, 0.060975611, 0.027439024, 0.073170729, 0.25609756, 0.16768293, 0.088414632, 0.1097561, 0.20121951]
[0.0089552235, 0.0089552235, 0.041791044, 0.10746269, 0.17313433, 0.12835822, 0.083582088, 0.12238806, 0.32537314, 0.0057471264, 0.014367816, 0.02586207, 0.17816092, 0.29310346, 0.18965517, 0.071839079, 0.10632184, 0.11494253, 0.012345679, 0.024691358, 0.018518519, 0.09259259, 0.21913581, 0.16049382, 0.095679015, 0.12345679, 0.25308642, 0.011527377, 0.028818443, 0.040345822, 0.14409222, 0.28818443, 0.19308357, 0.054755043, 0.092219017, 0.14697406]
